"author","title","link"
"Ari Mirzoeff","Five Short Parshas Toldos- Rosh Chodesh Kislev Ideas 5781","https://www.yutorah.org/lectures/details?shiurid=977231"
"Rabbi Aryeh Sklar","Shadal on the Parsha - Toldot - Rebecca ""Seeks God""","https://www.yutorah.org/lectures/details?shiurid=977251"
"Rabbi Todd Berman","Toldot 1 5781","https://www.yutorah.org/lectures/details?shiurid=977255"
"Rabbi Daniel Hartstein","Lessons From The Lev: What To Look For In A Shidduch","https://www.yutorah.org/lectures/details?shiurid=977123"
"Rabbi Tanchum Cohen","Did the Avos Keep Mitzvos? Does it Matter for Us Today? [Ramban - Toldos]","https://www.yutorah.org/lectures/details?shiurid=977323"
"Rabbi Zev Reichman","Parshas Toldos 5781","https://www.yutorah.org/lectures/details?shiurid=977374"
"Rabbi Etan Schnall","Toldos: Positive Growth in a Negative Environment","https://www.yutorah.org/lectures/details?shiurid=977386"
"Rabbi Avishai David","Parshas Toldos; Sichos Mussar Culled from Gedolei Yisrael on the Parsha","https://www.yutorah.org/lectures/details?shiurid=977491"
"Rabbi Yehuda Susman","Toldot 2 5781","https://www.yutorah.org/lectures/details?shiurid=977256"
"Rabbi Jonathan Ziring","Haftar Of Toldot: Malachi 1","https://www.yutorah.org/lectures/details?shiurid=977241"
"Rabbi Sariel Malitzky","Are You True To You","https://www.yutorah.org/lectures/details?shiurid=978092"
"Rabbi Lawrence Hajioff","Yaakov and Esav Vie For Blessings","https://www.yutorah.org/lectures/details?shiurid=977731"
"Rabbi Eli Weber","Did the Avot Keep the Torah?","https://www.yutorah.org/lectures/details?shiurid=977440"
"Rabbi Efrem Goldberg","Toldos: Sit in Many Tents, Not Just one","https://www.yutorah.org/lectures/details?shiurid=977483"
"Rabbi Moshe Walter","Halacha From The Parsha Phone Shiur: Parshas Toldos- The propriety Of Engaging In Dangerous Professional And Recreational Activities","https://www.yutorah.org/lectures/details?shiurid=977513"
"Rabbi Daniel Eisenberg","DataBeis Podcast: Confronting Yaakov's ""Lie""","https://www.yutorah.org/lectures/details?shiurid=977514"
"Rabbi Ally Ehrman","Toldos - The Source Of Human Motivation And Esav As The Root Of Torah Shebial Peh","https://www.yutorah.org/lectures/details?shiurid=977529"
"Rabbi Shimon Isaacson","Sicha - Toldos (2020)","https://www.yutorah.org/lectures/details?shiurid=977538"
"Rabbi Avishai David","Parshas Toldos; Acquisition of Torah at Night - An Experiential Bonding with Hashem from the Perspective of the Rav ZT""L part one","https://www.yutorah.org/lectures/details?shiurid=978020"
"Rabbi Eli Belizon","Is Rivka Giving Up?","https://www.yutorah.org/lectures/details?shiurid=977591"
"Rabbi Aaron Leibtag","More Than Meets the Eye: Overcoming Esav","https://www.yutorah.org/lectures/details?shiurid=977606"
"Rabbi Judah Kerbel","Mitzvah of the Week: Responses to Intermarriage from Bereishit to 2020","https://www.yutorah.org/lectures/details?shiurid=977577"
"Mrs. Emma Katz","Yitzchak and Rivka- What is Love?","https://www.yutorah.org/lectures/details?shiurid=977677"
"Rabbi Shaya Katz","Healthy “Heel”ing: Understanding “Yaakov”","https://www.yutorah.org/lectures/details?shiurid=977521"
"Rabbi Etan Schnall","In Utero Analysis of Our Middos","https://www.yutorah.org/lectures/details?shiurid=977718"
"Rabbi Yitzchak Etshalom","ONLY ONE BERAKHAH TO GIVE?","https://www.yutorah.org/lectures/details?shiurid=977747"
"Rabbi Menachem Brick","TOLDOS ;A FATHERS LOVE","https://www.yutorah.org/lectures/details?shiurid=977748"
"Rabbi Moshe Walter","Parshas Toldos: Yitzchak Avinu’s decision to bless Esau-A deeper insight into sinners and sin","https://www.yutorah.org/lectures/details?shiurid=977771"
"Rabbi Lavi Greenspan","Toldos 2020","https://www.yutorah.org/lectures/details?shiurid=977778"
"Rabbi Yoni Mandelstam","Can we Daven for People to Change?","https://www.yutorah.org/lectures/details?shiurid=977784"
"Rabbi Chaim Brovender","What Is This Thing Called Love?","https://www.yutorah.org/lectures/details?shiurid=977794"
"Rabbi Yonah Sklare","Parshas Toldos: Parent-Child Bond as the Bloodstream of Mesorah","https://www.yutorah.org/lectures/details?shiurid=977863"
"Rabbi Ally Ehrman","Toldos - The Source Of Human Motivation And Esav As The Root Of Torah Shebial Peh - Part 2","https://www.yutorah.org/lectures/details?shiurid=977557"
"Rabbi Barry Gelman","The Mitzvah Shiur - Lying: Understanding Yaakov's Deception","https://www.yutorah.org/lectures/details?shiurid=980675"
"Rabbi Shlomo Landau","Toldot Yakov; The Perfect Blend (Shvilei Pinchas)","https://www.yutorah.org/lectures/details?shiurid=978080"
"Rabbi Andrew Markowitz","Toldos TO GO 5781","https://www.yutorah.org/lectures/details?shiurid=977862"
"Rabbi Eli Belizon","Is Rosh Hashanah One Day or Every Day?","https://www.yutorah.org/lectures/details?shiurid=977866"
"Rabbi Yaakov Gibber","Insights into the Weekly Parsha, Parshas Toldos: “Yaakov’s Gain from Eisav’s Disdain”","https://www.yutorah.org/lectures/details?shiurid=977869"
"Rabbi Andi Yudin","Parshas Toldos: Gratitude : The Key To Bracha","https://www.yutorah.org/lectures/details?shiurid=977870"
"Rabbi Dovid Sukenik","Parshas Toldos - Enter Humbly","https://www.yutorah.org/lectures/details?shiurid=977885"
"Rabbi Binny Freedman","Parashat Toldot - Who Are We?","https://www.yutorah.org/lectures/details?shiurid=977891"
"Rabbi Zvi Sobolofsky","פרשת תולדות- The ברכות of יצחק, Purim vs. Chanukah: The Role of גשמיות","https://www.yutorah.org/lectures/details?shiurid=977899"
"Rabbi Daniel Z. Feldman","Toldos 2nd Aliyah: Lessons from Yitzchak","https://www.yutorah.org/lectures/details?shiurid=977907"
"Rabbi Aryeh Lebowitz","Toldos Derasha - The Joy of Teaching Torah","https://www.yutorah.org/lectures/details?shiurid=977911"
"Rabbi Evan Hoffman","Parsha - Toldot","https://www.yutorah.org/lectures/details?shiurid=977916"
"Rabbi Dani Schreiber","Esav's (3? 4? 5? 6?) Wives - Minor characters in a major story","https://www.yutorah.org/lectures/details?shiurid=977926"
"Rabbi Yisroel Bloom","Parshas Toldos-The fight between Yaackov and Eisav","https://www.yutorah.org/lectures/details?shiurid=977931"
"Rabbi Daniel Rosenfeld","The Need for Individuality","https://www.yutorah.org/lectures/details?shiurid=977932"
"Rabbi Avishai David","Parshas Toldos-Yaakov and Esav jockeying, a reflective mirror of two diametrically opposite world views","https://www.yutorah.org/lectures/details?shiurid=977938"
"Rabbi Etan Schnall","Don’t Play the Blame Game","https://www.yutorah.org/lectures/details?shiurid=977945"
"Rabbi Yechezkel Freundlich","Toldot - The many lessons from Yitzchak's journey to Aviemelch","https://www.yutorah.org/lectures/details?shiurid=977952"
"Rabbi Doniel Bak","Yackov in Esav's clothing","https://www.yutorah.org/lectures/details?shiurid=977954"
"Rabbi Yechiel Morris","The determination of Rivka, the optimism of Yitzchak and the truth of Yaakov","https://www.yutorah.org/lectures/details?shiurid=977964"
"Rabbi Jonathan Muskat","Parshat Toldot: The Fights Over the Wells - Five Approaches Why the Plishtim Filled the Wells and Three Contemporary Lessons From this Story","https://www.yutorah.org/lectures/details?shiurid=977967"
"Rabbi Isaac Rice","Are the Chassan and Kallah Truly Forgiven for Their Sins on the Wedding Day?","https://www.yutorah.org/lectures/details?shiurid=977971"
"Rabbi Yisroel Kaminetsky","Chasam Sofer Toldos","https://www.yutorah.org/lectures/details?shiurid=977985"
"Rabbi Aharon Ciment","Eisav: So Smart, So What?!","https://www.yutorah.org/lectures/details?shiurid=977989"
"Rabbi Michoel Zylberman","Toldos: Engaging in Risky Behavior for Parnassah","https://www.yutorah.org/lectures/details?shiurid=977990"
"Rabbi Joel Finkelstein","Toledot : In Defense of Isaac","https://www.yutorah.org/lectures/details?shiurid=977991"
"Rabbi Larry Rothwachs","Face Value: The Power of Empathy (Parshas Toldos)","https://www.yutorah.org/lectures/details?shiurid=978029"
"Rabbi Avi Schneider","Parshat Toldot- Growing apart; The Story of Yaakov and Esav","https://www.yutorah.org/lectures/details?shiurid=978030"
"Rabbi Yaakov B. Neuburger","Toldos Mikraos Gedolos","https://www.yutorah.org/lectures/details?shiurid=981896"
"Rabbi Jonathan Ziring","Midrash Shemot Of Yaakov and Esac","https://www.yutorah.org/lectures/details?shiurid=977801"
"Rabbi Eli Weber","Parshas Toldos Did The Avos Keep The Torah","https://www.yutorah.org/lectures/details?shiurid=978077"
"Rabbi Noah Whittenburg","What Kind of Torah did the Avos Keep?","https://www.yutorah.org/lectures/details?shiurid=978078"
"Rabbi Philip Moskowitz","Parshas Toldos: 3 Ideas in 30 Minutes","https://www.yutorah.org/lectures/details?shiurid=978079"
"Rabbi Yechezkel Freundlich","Toldot: The Partner who opted out (based on Rav Chaim Y. Goldvicht)","https://www.yutorah.org/lectures/details?shiurid=978081"
"Rabbi Meir Gavriel Elbaz","The Ultimate Lesson in Chinuch - Parashat Toledot 5781","https://www.yutorah.org/lectures/details?shiurid=978091"
"Rabbi Sammy Bergman","Yitzchak, son of Avraham, Mighty Digger of Wells","https://www.yutorah.org/lectures/details?shiurid=978094"
"Rabbi Eric Goldstein","Parshat Toldot","https://www.yutorah.org/lectures/details?shiurid=978185"
"Rabbi Jonathan Kaplan","Toldot: The Digging of the Wells- To make our own connection with Hashem","https://www.yutorah.org/lectures/details?shiurid=977978"
"Rabbi Elchanan Adler","Bni B’chori Yisroel: The Avos Setting the Precedent","https://www.yutorah.org/lectures/details?shiurid=977994"
"Rabbi Moshe Taragin","A Ramban for Toldot: Three Wells and Three Chapters of Jewish History","https://www.yutorah.org/lectures/details?shiurid=977996"
"Rabbi Chaim Eisenstein","Nesivos Shalom Parshas Toldos","https://www.yutorah.org/lectures/details?shiurid=978016"
"Rabbi Benzion Kermaier","Toldos 5781 - Was Yitzchak's Tephilla really more powerful than Rivka's?!? Find out! You will be surprised!!!!","https://www.yutorah.org/lectures/details?shiurid=978019"
"Rabbi Yehuda Goldschmidt","Parshas Toldos; Developing, Internalizing and Living with the Right Value System","https://www.yutorah.org/lectures/details?shiurid=978021"
"Rabbi Bini Maryles","Isaac: Gritty Well Digger","https://www.yutorah.org/lectures/details?shiurid=978038"
"Rabbi Shaya Katz","Peshischa on the Parsha: Ignoring Clowns; Strengths Perspective; Receiving Bracha","https://www.yutorah.org/lectures/details?shiurid=977961"
"Rabbi Michael Taubes","Parshas Toldos Dishonestly Speaking: Telling Lies and Behaving Deceitfully","https://www.yutorah.org/lectures/details?shiurid=978115"
"Rabbi Ally Ehrman","Yahrtzeit Shiur For HaGaon R' Yaakov Moshe Charlap ztz""l - Kedushas Eretz Yisrael","https://www.yutorah.org/lectures/details?shiurid=978238"
"Rabbi Dan Cohen","Parashat Vayetzeh - Doing The Will of Hashem No Matter What the Consequence","https://www.yutorah.org/lectures/details?shiurid=978966"
"Rabbi Duvie Weiss","PARSHAT TOLDOS - AND HIS EYES BECAME DIM","https://www.yutorah.org/lectures/details?shiurid=979872"
"Rabbi Ally Ehrman","48 Kinyanei Torah - Sichlus Ha-Lev","https://www.yutorah.org/lectures/details?shiurid=996404"
"Rabbi Ally Ehrman","The Chelek Of Eisav And Yishmael In Matan Torah","https://www.yutorah.org/lectures/details?shiurid=1002516"
"Rabbi Yitzchak Etshalom","The Lottery of the Twinned Goats","https://www.yutorah.org/lectures/details?shiurid=1004059"
"Rabbi Baruch Simon","Parsha Toldot","https://www.yutorah.org/lectures/details?shiurid=1016218"
"Rabbi Ally Ehrman","Ushpizin Of Yitzchak - Ki Tzaid Bi-fiv","https://www.yutorah.org/lectures/details?shiurid=1012095"
"Rabbi Elisha Pearl","Avraham and Yitzchak as Two Paradigms for Jewish Education and Mentorship: Likkutei Sichos Chelek Aleph VaYeira Sicha 2 Text Based","https://www.yutorah.org/lectures/details?shiurid=1014219"
"Rabbi Ally Ehrman","Chayei Sarah: The Secret Of The Camels","https://www.yutorah.org/lectures/details?shiurid=1015066"
"Rabbi Moshe Rothman","Chumash Rashi: Toldos, Rishon","https://www.yutorah.org/lectures/details?shiurid=1054183"
"Rabbi Aaron Selevan","Gentiles & Kibud Av Vam","https://www.yutorah.org/lectures/details?shiurid=1015045"
"Rabbi Yechiel Morris","Milcah: The grandmother of Rivka and the sister of Sarah","https://www.yutorah.org/lectures/details?shiurid=1015444"
"Rabbi Dr. Jonathan Schwartz","Biblical People, Places & Things - Rivkah The ""I""s have it","https://www.yutorah.org/lectures/details?shiurid=1015450"
"Rabbi Ally Ehrman","The Dichotomy Of Yaakov And Esav","https://www.yutorah.org/lectures/details?shiurid=1015548"
"Rabbi Ally Ehrman","The Avos And Moshe Rabbeinu","https://www.yutorah.org/lectures/details?shiurid=1015657"
"Rabbi Zvi Romm","Targumim - Toldos I","https://www.yutorah.org/lectures/details?shiurid=1015663"
"Rabbi Ari Wasserman","Parshas Toldos - Meaningful (and Quick) Divrei Torah","https://www.yutorah.org/lectures/details?shiurid=1015578"
"Rabbi Moshe Walter","Sunday Morning Parshah Shiur: Toldos -Yitzchak Avinu: Revealing and Unlocking the Av Shrouded in Mystery","https://www.yutorah.org/lectures/details?shiurid=1015605"
"Rabbi Eliezer Lerner","Parsha Sicha Toldot","https://www.yutorah.org/lectures/details?shiurid=1016254"
"Rabbi Chaim Marcus","Much More Than a Segue: Understanding Yitzchak Avinu","https://www.yutorah.org/lectures/details?shiurid=1015785"
"Rabbi Yoni Mandelstam","The Place for Anger in Halacha","https://www.yutorah.org/lectures/details?shiurid=1015786"
"Rabbi Avishai David","Parshas Toldos: The Power of Speech and it’s Heavenly Consequences","https://www.yutorah.org/lectures/details?shiurid=1015823"
"Rabbi Daniel Hartstein","Lessons From The Lev: What Is True Tefilla","https://www.yutorah.org/lectures/details?shiurid=1015803"
"Rabbi Yehoshua Rubenstein","Rav Mottel Zilber: Toldos\Chanuka 5782 Penimiyus vs. Chitzoniyus","https://www.yutorah.org/lectures/details?shiurid=1015858"
"Rabbi Dovid Sukenik","Parshas Toldos - The Root of the Matter","https://www.yutorah.org/lectures/details?shiurid=1015884"
"Rabbi Aharon Ciment","Don't Ask For a Picture","https://www.yutorah.org/lectures/details?shiurid=1015894"
"Rabbi Aaron Leibtag","Patience and Progress: To Fight Against Our Inner Esav","https://www.yutorah.org/lectures/details?shiurid=1015905"
"Rabbi Meir Goldwicht","Parshat Toldot Yitzchaks Bracha to His Sons","https://www.yutorah.org/lectures/details?shiurid=1015913"
"Rabbi Avishai David","Parshas Toldos: The eternity of Yaakov versus the fleeting temporality of Esau","https://www.yutorah.org/lectures/details?shiurid=1015963"
"Rabbi Aharon Ciment","Toldos 5782","https://www.yutorah.org/lectures/details?shiurid=1016188"
"Mrs. Emma Katz","Yaakov Ish Tam: Understanding Temimut","https://www.yutorah.org/lectures/details?shiurid=1016189"
"Rabbi Judah Kerbel","Messages from the Midrash - Toldot: The Joy and Trembling of Yitzchak's Life","https://www.yutorah.org/lectures/details?shiurid=1016327"
"Rabbi Moshe Taragin","Themes from Toldot: Discovery, Selection and Free Will; Streaming Life Through Religious Identity; Confrontation and Pacification","https://www.yutorah.org/lectures/details?shiurid=1015915"
"Rabbi Chaim Brovender","Fathers and Sons","https://www.yutorah.org/lectures/details?shiurid=1016002"
"Rabbi Yechezkel Freundlich","Toldot - A bold commentary from Rav Hirsch on the (avoidable) divergent paths of Yaakov and Eisav","https://www.yutorah.org/lectures/details?shiurid=1016028"
"Rabbi Robby Charnoff","Nesivos Shalom - Toldot: Yitzchak's Bracha of Ultimate Avodas Hashem","https://www.yutorah.org/lectures/details?shiurid=1016016"
"Rabbi Yitzchak Etshalom","עלי קללתך בני: What Did Rivkah Mean?","https://www.yutorah.org/lectures/details?shiurid=1016115"
"Rabbi Andi Yudin","Toldos : Keep Going!","https://www.yutorah.org/lectures/details?shiurid=1016130"
"Rabbi Ari Kahn","The Superficiality of Esav","https://www.yutorah.org/lectures/details?shiurid=1016137"
"Rabbi Noach Goldstein","Between Yaakov and Esav: The Dilemma of David","https://www.yutorah.org/lectures/details?shiurid=1016144"
"Rabbi Ally Ehrman","When Is Esav Blessed?","https://www.yutorah.org/lectures/details?shiurid=1016150"
"Rabbi Dani Schreiber","Toldot: Did the Avot keep the whole Torah? Rambam vs. Ramban on the parasha","https://www.yutorah.org/lectures/details?shiurid=1016202"
"Rabbi Moshe Sokoloff","Parashat Toldot","https://www.yutorah.org/lectures/details?shiurid=1016241"
"Mrs. Michal Horowitz","From Eisav Ha'rasha to Gog u'Magog: The War of Hashem ba'Amalek from Generation to Generation","https://www.yutorah.org/lectures/details?shiurid=1016149"
"Morah Stacey Goldman","Prying open the parsha Toldot: The tzaddik and the baalat teshuva","https://www.yutorah.org/lectures/details?shiurid=1016151"
"Rabbi Michoel Zylberman","Toldos: Did Esav Do Melacha on Yom Tov?","https://www.yutorah.org/lectures/details?shiurid=1016923"
"Rabbi Ezra Schwartz","Parshas Toldos: Yitzchak Avinu's contribution: followership","https://www.yutorah.org/lectures/details?shiurid=1016201"
"Rabbi Elchanan Adler","Parshas Toldos - Exploring the Connection Between Esav and Rome","https://www.yutorah.org/lectures/details?shiurid=1016204"
"Rabbi Yisroel Bloom","Parshas Toldos-The fight between Yaackov and Eisav","https://www.yutorah.org/lectures/details?shiurid=1016206"
"Rabbi Daniel Z. Feldman","Parshat Toldot Third Aliyah - The Wells and the Legacy of Yitzchak","https://www.yutorah.org/lectures/details?shiurid=1016215"
"Rabbi Joel Finkelstein","Toledot : The Dubious Sale of The Birthright","https://www.yutorah.org/lectures/details?shiurid=1016221"
"Rabbi Yechiel Morris","Yitzchak and Rivka: A marriage built on love, trust and respect","https://www.yutorah.org/lectures/details?shiurid=1016222"
"Mrs. Michal Horowitz","Beauty, Strength & Wisdom: Utilizing Our Talents to Serve Hashem","https://www.yutorah.org/lectures/details?shiurid=1016224"
"Rabbi Isaac Rice","Which Tefilos Are More Effective? For Yourself or For Others?","https://www.yutorah.org/lectures/details?shiurid=1016229"
"Rabbi Josh Grajower","Leaving Home to Learn Torah","https://www.yutorah.org/lectures/details?shiurid=1016237"
"Rabbi Dr. Jonathan Schwartz","Biblical People Places & Things - Yeshivat Shem V'Eiver","https://www.yutorah.org/lectures/details?shiurid=1016238"
"Rabbi Aryeh Cohen","5 Min Vort Parshas Toldos: Even When Lost Hashem Will Find Us","https://www.yutorah.org/lectures/details?shiurid=1016245"
"Rabbi Yisroel Kaminetsky","Netziv on Toldos","https://www.yutorah.org/lectures/details?shiurid=1016282"
"Rabbi Idan Rakovsky","Ramban on Parshat Toldot","https://www.yutorah.org/lectures/details?shiurid=1016285"
"Rabbi Jeremy Wieder","Sichah - Titen Emet leYa'akov","https://www.yutorah.org/lectures/details?shiurid=1020003"
"Rabbi Benzion Kermaier","Toldos 5782 - Who Holds The Key To Revealing The Light In The Darkness?","https://www.yutorah.org/lectures/details?shiurid=1016219"
"Rabbi Yehuda Goldschmidt","Parshas Toldos; Implementing a Proper Value System","https://www.yutorah.org/lectures/details?shiurid=1016256"
"Rabbi Aryeh Lebowitz","Toldos Derasha - Expansion and Outgrowth","https://www.yutorah.org/lectures/details?shiurid=1016272"
"Rabbi Eli Weber","Parshat Toldot THE PURPOSE OF BECHORAH","https://www.yutorah.org/lectures/details?shiurid=1016294"
"Rabbi Jonathan Morgenstern","Knowing When To Be An Ish & Never Giving Up On A Kid. Ever.","https://www.yutorah.org/lectures/details?shiurid=1016296"
"Rabbi Menachem Brick","Toldos ; Impurities within our souls.","https://www.yutorah.org/lectures/details?shiurid=1016301"
"Rabbi Elisha Pearl","Paving the Path of Jewish Power: Avraham and Yitzchak’s Radicalism: Likkutei Sichos Chelek Aleph Parshas Toldos Sicha 1 Text Based","https://www.yutorah.org/lectures/details?shiurid=1016313"
"Rabbi Elisha Pearl","Paving the Path of Jewish Power: Avraham and Yitzchak’s Radicalism: Likkutei Sichos Chelek Aleph Toldos Sicha 1 Summary","https://www.yutorah.org/lectures/details?shiurid=1016314"
"Mrs. Esther Shulkes","A Tale of Two Esavs","https://www.yutorah.org/lectures/details?shiurid=1016630"
"Rabbi Michael Taubes","Parshas Toldos Is Obeying One's Parents Part of the Mitzvah of Kibbud Av VaEim?","https://www.yutorah.org/lectures/details?shiurid=1016344"
"Rabbi Meir Goldwicht","How can we merit to be blessed?","https://www.yutorah.org/lectures/details?shiurid=1016405"
"Rabbi Elisha Pearl","VaYe’Etar Yitzchak: Transforming Apparent Reality Through Tefila","https://www.yutorah.org/lectures/details?shiurid=1016428"
"Rabbi Ally Ehrman","Do Blind People, Women, Children And Gentiles Have To Keep Mitzvos Di-rabanan? - Part 2","https://www.yutorah.org/lectures/details?shiurid=1016542"
"Rabbi Yitzchak Etshalom","The ""Duda'im"" Story: A Janus Narrative?","https://www.yutorah.org/lectures/details?shiurid=1016784"
"Rabbi Menachem Leibtag","From Yitzchak's Blessings to Yosef's Dreams The Logical Reason for 'Sinat Chinam' in Sefer Breishit.","https://www.yutorah.org/lectures/details?shiurid=1070851"
"Rabbi Ya'akov Trump","Toldos 1 - The Differences between Yaakov and Esav","https://www.yutorah.org/lectures/details?shiurid=1044299"
"Rabbi Sammy Bergman","Yosef & Mordechai vs. Eisav & Haman: The Battle for Faith in A World of Concealment","https://www.yutorah.org/lectures/details?shiurid=1028706"
"Rabbi Shay Schachter","The Power and Potency of Tefillah","https://www.yutorah.org/lectures/details?shiurid=1039944"
"Rabbi Ally Ehrman","Why Was Yitzchak Never Allowed To Leave Eretz Yisrael/ A Study Of The Middos Of The Avos","https://www.yutorah.org/lectures/details?shiurid=1047644"
"Rabbi Tzvi Benoff","From People to Nation Part 3: The Non-Gentile Moroccan Quaker","https://www.yutorah.org/lectures/details?shiurid=1048671"
"Rabbi Ally Ehrman","Smichas Geula La-Tfila/ The Selling Of The Bechora","https://www.yutorah.org/lectures/details?shiurid=1048847"
"Rabbi Isaac Rice","Rav Shlomo Hoffman on Chinuch - Developing Positive Feelings in Children","https://www.yutorah.org/lectures/details?shiurid=1048897"
"Rabbi Yitzchak Etshalom","What's The Matter With Canaanite Girls?","https://www.yutorah.org/lectures/details?shiurid=1049268"
"Rabbi Kenny Hirschhorn","POWER Toldot","https://www.yutorah.org/lectures/details?shiurid=1055857"
"Rabbi Eliezer Lerner","Parsha Sicha Toldos","https://www.yutorah.org/lectures/details?shiurid=1049558"
"Rabbi Moshe Soloveichik","Rabbi Moshe Soloveichik - Parshas Toldos 5783 - The Wells of Yitzchak","https://www.yutorah.org/lectures/details?shiurid=1049595"
"Rabbi Yoni Levin","Short Vortlach on the Parsha: Toldos 5783","https://www.yutorah.org/lectures/details?shiurid=1049674"
"Rabbi Immanuel Bernstein","Parshat Toldot 5783","https://www.yutorah.org/lectures/details?shiurid=1049732"
"Rabbi Beni Krohn","Toldos 5783 - Do the Ends Justify the Means? Yaakov tricks his father","https://www.yutorah.org/lectures/details?shiurid=1049734"
"Rabbi Yoni Mandelstam","The Mitzvah to Honor one's Older Brother","https://www.yutorah.org/lectures/details?shiurid=1049753"
"Rabbi Jonathan Ziring","Did Rivka Expect a Response From God?","https://www.yutorah.org/lectures/details?shiurid=1049775"
"Rabbi Dovid Sukenik","Parshas Toldos - When Rashi Says He Doesn't Know","https://www.yutorah.org/lectures/details?shiurid=1049797"
"Rabbi Dr. Jonathan Schwartz","Points to Ponder - Toldos 5783","https://www.yutorah.org/lectures/details?shiurid=1049806"
"Rabbi Jeffrey Saks","Taanit (86)","https://www.yutorah.org/lectures/details?shiurid=1049839"
"Rabbi Chaim Marcus","True Strength","https://www.yutorah.org/lectures/details?shiurid=1049858"
"Mrs. Emma Katz","Is That Really You, Yaakov?","https://www.yutorah.org/lectures/details?shiurid=1049873"
"Rabbi Daniel Hartstein","Lessons From The Lev: Failure Is Success!","https://www.yutorah.org/lectures/details?shiurid=1049880"
"Rabbi Noach Goldstein","What is Gevurah: Yitzchak vs Shimshon","https://www.yutorah.org/lectures/details?shiurid=1049881"
"Rabbi Reuven Boshnack","Chassidus and Psychology #7: The Shadow self, Jung and the Tanya","https://www.yutorah.org/lectures/details?shiurid=1049926"
"Rabbi Daniel Reich","Why is The First Bracha of Shmonah Esrei So Important?","https://www.yutorah.org/lectures/details?shiurid=1049974"
"Rabbi Shaya Katz","Esav's Fixed Mindset... And How He Got It","https://www.yutorah.org/lectures/details?shiurid=1049834"
"Rabbi Jonathan Ziring","What Kind of Twins were Yaakov and Esav?","https://www.yutorah.org/lectures/details?shiurid=1049888"
"Rabbi Menachem Brick","Toldos ; The Love of a Father","https://www.yutorah.org/lectures/details?shiurid=1049909"
"Rabbi Avishai David","Parshas Toldos - Why good things come from seemingly bad surroundings","https://www.yutorah.org/lectures/details?shiurid=1049930"
"Rabbi Eliakim Koenigsberg","Parsha Bytes - Parshas Toldos - The Cry of the Soul","https://www.yutorah.org/lectures/details?shiurid=1049957"
"Rabbi Chaim Brovender","The Good, the Bad, and Esau","https://www.yutorah.org/lectures/details?shiurid=1049965"
"Rabbi Yoni Levin","The Tefila of a Tzadik ben Tzadik","https://www.yutorah.org/lectures/details?shiurid=1049966"
"Rabbi Baruch Simon","Parsha Toldot: Maalas Hachibur U’genuso","https://www.yutorah.org/lectures/details?shiurid=1049977"
"Rabbi Yitzchak Etshalom","באר שבע על שום מה? Why ""Beersheva""?","https://www.yutorah.org/lectures/details?shiurid=1049982"
"Rabbi Daniel Z. Feldman","Parshat Toldot Fourth Aliyah - Antisemitism Then and Now","https://www.yutorah.org/lectures/details?shiurid=1050003"
"Rabbi Dr. Chesky Gewirtz","Yaakov and Esav: Differentiated Instruction, Differentiated Greatness","https://www.yutorah.org/lectures/details?shiurid=1080575"
"Yishai Fleisher","The Hard Path to Redemption","https://www.yutorah.org/lectures/details?shiurid=1050006"
"Rabbi Moshe Taragin","Improving Tefillah #4: Converting Hashem's Will; Avodah Shebilev; The Two-Way Tunnel; The ""Other"" People in the Room","https://www.yutorah.org/lectures/details?shiurid=1050011"
"Rabbi Yoni Levin","The Light of Chanuka: Burying the Head of Esav in Mearas Hamachpeila","https://www.yutorah.org/lectures/details?shiurid=1050033"
"Rabbi Moshe Teitelbaum","Parshat Toldot - Sefas Emes","https://www.yutorah.org/lectures/details?shiurid=1050035"
"Rabbi Mordechai Torczyner","Parshah Questions: Toldot 5783 - Lessons of Lentil Soup","https://www.yutorah.org/lectures/details?shiurid=1050040"
"Rabbi Dani Schreiber","Toldot: Shtiklach","https://www.yutorah.org/lectures/details?shiurid=1050042"
"Rabbi Ari Kahn","The God Quotient (Of Esav)","https://www.yutorah.org/lectures/details?shiurid=1050045"
"Rabbi Benzion Kermaier","Toldos 5783 - The Varied Pathways of Prayer","https://www.yutorah.org/lectures/details?shiurid=1050055"
"Rabbi Yisroel Bloom","Parshas Toldos-Looking towards the future","https://www.yutorah.org/lectures/details?shiurid=1050058"
"Rabbi Jonah Steinmetz","What Did Yaakov Buy? The Definition, Status, and Job of the Bechor from Adam to Techiyas HaMeisim","https://www.yutorah.org/lectures/details?shiurid=1050062"
"Rabbi Aharon Ciment","Toldos 5783","https://www.yutorah.org/lectures/details?shiurid=1050063"
"Rabbi Aryeh Cohen","Making The Most Of Every Free Moment","https://www.yutorah.org/lectures/details?shiurid=1050066"
"Rabbi Elchanan Adler","The רמבן on פרשת תולדות: The Unique Relationship Between אברהם אבינו and the תורה","https://www.yutorah.org/lectures/details?shiurid=1050086"
"Dr. Nechama Price","The Secret to Good Marriages: Avraham and Rivka","https://www.yutorah.org/lectures/details?shiurid=1050463"
"Rabbi Daniel Roselaar","Did the Avot keep the Mitzvot?","https://www.yutorah.org/lectures/details?shiurid=1050510"
"Rabbi Yitzchak Berkovits","Toldos - The highest level of living this world has to offer - Rav Yitzchak Berkovits","https://www.yutorah.org/lectures/details?shiurid=1050221"
